date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2023-12-22,2055.69995,2068.69995,2052.19995,2057.1001,2057.1001,202,202,1.40015,0.06811062,2059.33,"December 22, 23",0.0006811062
2023-12-21,2035.80005,2044.5,2033,2039.09998,2039.09998,228,228,3.29993,0.16209,2038.87,"December 21, 23",0.0016209
2023-12-20,2037.09998,2037.09998,2030.30005,2034.5,2034.5,258,258,-2.59998,-0.12763,2033.97,"December 20, 23",-0.0012763
2023-12-19,2025.19995,2042.69995,2025.19995,2038.40002,2038.40002,498,498,13.20007,0.65179,2035.43,"December 19, 23",0.0065179
2023-12-18,2024.30005,2032.80005,2024,2026.30005,2026.30005,100,100,2,0.09879958,2027.7,"December 18, 23",0.0009879958
2023-12-17,2033.30005,2034.90002,2033.09998,2033.30005,2033.30005,740,740,0,0,2033.77,"December 17, 23",0
2023-12-15,2032.59998,2043.40002,2018.30005,2021.09998,2021.09998,261,261,-11.5,-0.56578,2027.6,"December 15, 23",-0.0056578
2023-12-14,2024.69995,2040.09998,2024.30005,2030.19995,2030.19995,236,236,5.5,0.27165,2031.53,"December 14, 23",0.0027165
2023-12-13,1978.5,2024.80005,1975,1982.30005,1982.30005,2252,2252,3.80005,0.19207,1994.03,"December 13, 23",0.0019207
2023-12-12,1984.19995,1994.19995,1977.80005,1977.80005,1977.80005,95,95,-6.3999,-0.32254,1983.27,"December 12, 23",-0.0032254
2023-12-11,2004.09998,2004.19995,1977.19995,1978,1978,651,651,-26.09998,-1.3,1986.47,"December 11, 23",-0.013
2023-12-10,2020,2023.40002,2019.09998,2022.90002,2022.90002,1332,1332,2.90002,0.14357,2021.8,"December 10, 23",0.0014357
2023-12-08,2031.69995,2033.09998,1995,1998.30005,1998.30005,449,449,-33.3999,-1.64,2008.8,"December 08, 23",-0.0164
2023-12-07,2029.19995,2034.90002,2024,2029.90002,2029.90002,67,67,0.70007,0.0344998,2029.6,"December 07, 23",0.000344998
2023-12-06,2019.90002,2035.80005,2019,2030.5,2030.5,417,417,10.59998,0.52478,2028.43,"December 06, 23",0.0052478
2023-12-05,2035.09998,2037,2010.19995,2018.5,2018.5,289,289,-16.59998,-0.81568,2021.9,"December 05, 23",-0.0081568
2023-12-04,2075.30005,2130.19995,2021,2024.09998,2024.09998,1071,1071,-51.20007,-2.47,2058.43,"December 04, 23",-0.0247
2023-12-03,2094.3999,2098,2091.8999,2093.30005,2093.30005,3256,3256,-1.09985,-0.05251385,2094.4,"December 03, 23",-0.0005251385
2023-12-01,2038.30005,2073.19995,2036,2071,2071,614,614,32.69995,1.6,2060.07,"December 01, 23",0.016
2023-11-30,2046.09998,2047.09998,2033.09998,2038.09998,2038.09998,2506,2506,-8,-0.39099,2039.43,"November 30, 23",-0.0039099
2023-11-29,2041.69995,2052.1001,2036,2047.09998,2047.09998,15290,15290,5.40003,0.26449,2045.07,"November 29, 23",0.0026449
2023-11-28,2040.59998,2042.69995,2039.69995,2039.69995,2039.69995,174665,174665,-0.90003,-0.04410615,2040.7,"November 28, 23",-0.0004410615
2023-11-27,2011.69995,2011.80005,2011.69995,2011.80005,2011.80005,228,228,0.1001,0.00497589,2011.77,"November 27, 23",4.97589e-05
2023-11-26,2002.5,2004.09998,2001.40002,2002.40002,2002.40002,1157,1157,-0.09998,-0.00499276,2002.63,"November 26, 23",-4.99276e-05
2023-11-24,1991.90002,2002.19995,1991.5,2002.19995,2002.19995,63,63,10.29993,0.51709,1998.63,"November 24, 23",0.0051709
2023-11-23,1991.90002,1991.90002,1991.5,1991.5,1991.5,6075,6075,-0.40002,-0.02008233,1991.63,"November 23, 23",-0.0002008233
2023-11-22,1999.09998,1999.40002,1991,1991.40002,1991.40002,6075,6075,-7.69996,-0.38517,1993.93,"November 22, 23",-0.0038517
2023-11-21,1990.69995,2005.5,1988.5,1999.30005,1999.30005,16,16,8.6001,0.43201,1997.77,"November 21, 23",0.0043201
2023-11-20,1978.69995,1979.40002,1969.69995,1977.69995,1977.69995,182,182,-1,-0.05053823,1975.6,"November 20, 23",-0.0005053823
2023-11-19,1980.90002,1981.40002,1979.30005,1980.80005,1980.80005,915,915,-0.09997,-0.0050467,1980.5,"November 19, 23",-5.0467e-05
2023-11-17,1982.5,1984,1979.80005,1981.59998,1981.59998,32,32,-0.90002,-0.04539823,1981.8,"November 17, 23",-0.0004539823
2023-11-16,1965.30005,1983.90002,1964.59998,1983.90002,1983.90002,39,39,18.59997,0.94642,1977.47,"November 16, 23",0.0094642
2023-11-15,1962.80005,1962.80005,1960,1960.09998,1960.09998,6,6,-2.70007,-0.13756,1960.97,"November 15, 23",-0.0013756
2023-11-14,1965.80005,1965.80005,1961.80005,1961.80005,1961.80005,2,2,-4,-0.20348,1963.13,"November 14, 23",-0.0020348
2023-11-13,1939.90002,1947.19995,1934,1945.5,1945.5,191,191,5.59998,0.28867,1942.23,"November 13, 23",0.0028867
2023-11-12,1943.40002,1945,1942.5,1944.90002,1944.90002,673,673,1.5,0.07718432,1944.13,"November 12, 23",0.0007718432
2023-11-10,1959.59998,1959.59998,1932.59998,1932.59998,1932.59998,375,375,-27,-1.38,1941.6,"November 10, 23",-0.0138
2023-11-09,1951.69995,1964.19995,1945.30005,1964.19995,1964.19995,10,10,12.5,0.64047,1957.9,"November 09, 23",0.0064047
2023-11-08,1967.80005,1967.80005,1947.69995,1951.5,1951.5,43,43,-16.30005,-0.82834,1955.67,"November 08, 23",-0.0082834
2023-11-07,1966.5,1966.80005,1960.69995,1966.80005,1966.80005,20,20,0.30005,0.01525807,1964.77,"November 07, 23",0.0001525807
2023-11-06,1981.59998,1981.59998,1977.40002,1981.59998,1981.59998,130,130,0,0,1980.2,"November 06, 23",0
2023-11-05,1999.40002,2000.09998,1998.30005,1998.59998,1998.59998,720,720,-0.80004,-0.040014,1999,"November 05, 23",-0.00040014
2023-11-03,1989,1991.5,1989,1991.5,1991.5,12,12,2.5,0.12569,1990.67,"November 03, 23",0.0012569
2023-11-02,1989.09998,1990.30005,1979.5,1985.59998,1985.59998,39,39,-3.5,-0.17596,1985.13,"November 02, 23",-0.0017596
2023-11-01,1990.5,1990.5,1977.80005,1978.80005,1978.80005,41,41,-11.69995,-0.58779,1982.37,"November 01, 23",-0.0058779
2023-10-31,1996.5,2001,1983.69995,1985.19995,1985.19995,84,84,-11.30005,-0.56599,1989.97,"October 31, 23",-0.0056599
2023-10-30,2004.09998,2004.09998,1992.5,1996.19995,1996.19995,157,157,-7.90003,-0.39419,1997.6,"October 30, 23",-0.0039419
2023-10-29,2013.5,2016.69995,2011.19995,2014.09998,2014.09998,3442,3442,0.59998,0.02979786,2014,"October 29, 23",0.0002979786
2023-10-27,1988.59998,1988.59998,1988.59998,1988.59998,1988.59998,372,372,0,0,1988.6,"October 27, 23",0
2023-10-26,1988.19995,1988.19995,1980.40002,1987.19995,1987.19995,521,521,-1,-0.05029675,1985.27,"October 26, 23",-0.0005029675
2023-10-25,1971.19995,1985.30005,1971.19995,1984.09998,1984.09998,97,97,12.90003,0.65443,1980.2,"October 25, 23",0.0065443
2023-10-24,1970.30005,1975,1970.30005,1975,1975,10,10,4.69995,0.23854,1973.43,"October 24, 23",0.0023854
2023-10-23,1976.19995,1978.90002,1972.90002,1976.30005,1976.30005,127,127,0.1001,0.00506528,1976.03,"October 23, 23",5.06528e-05
2023-10-22,1987.69995,1987.90002,1971,1985.59998,1985.59998,3344,3344,-2.09997,-0.10565,1981.5,"October 22, 23",-0.0010565
2023-10-20,1981.09998,1988.59998,1980.40002,1982.5,1982.5,557,557,1.40002,0.07066882,1983.83,"October 20, 23",0.0007066882
2023-10-19,1950.09998,1977.69995,1945.69995,1968.40002,1968.40002,1945,1945,18.30004,0.93842,1963.93,"October 19, 23",0.0093842
2023-10-18,1935,1957.90002,1935,1955.30005,1955.30005,67,67,20.30005,1.05,1949.4,"October 18, 23",0.0105
2023-10-17,1914.30005,1925.80005,1914.30005,1922.69995,1922.69995,103,103,8.3999,0.4388,1920.93,"October 17, 23",0.004388
2023-10-16,1910.40002,1921.09998,1910.30005,1921.09998,1921.09998,53,53,10.69996,0.56009,1917.5,"October 16, 23",0.0056009
2023-10-15,1941.3,1943,1933.9,1934.5,1934.5,3738,3738,-6.8,-0.35028,1937.13,"October 15, 23",-0.0035028
2023-10-13,1877.5,1930.09998,1877.5,1927.40002,1927.40002,43,43,49.90002,2.66,1911.67,"October 13, 23",0.0266
2023-10-12,1874.69995,1881.19995,1867,1869.30005,1869.30005,46,46,-5.3999,-0.28804,1872.5,"October 12, 23",-0.0028804
2023-10-11,1869.5,1874.59998,1869.09998,1872.80005,1872.80005,65,65,3.30005,0.17652,1872.17,"October 11, 23",0.0017652
2023-10-10,1857,1861.40002,1852.80005,1861,1861,236,236,4,0.2154,1858.4,"October 10, 23",0.002154
2023-10-09,1842.5,1861.5,1842.5,1849.5,1849.5,232,232,7,0.37992,1851.17,"October 09, 23",0.0037992
2023-10-08,1861,1869.5,1860.2,1866.7,1866.7,7183,7183,5.7,0.30629,1865.47,"October 08, 23",0.0030629
2023-10-06,1819,1831.8,1809.4,1830.2,1830.2,390,390,11.2,0.61572,1823.8,"October 06, 23",0.0061572
2023-10-05,1826.3,1826.3,1815.6,1816.6,1816.6,393,393,-9.7,-0.53113,1819.5,"October 05, 23",-0.0053113
2023-10-04,1821.8,1828.2,1816.4,1818.5,1818.5,357,357,-3.3,-0.18114,1821.03,"October 04, 23",-0.0018114
2023-10-03,1825,1830.9,1816.8,1824.6,1824.6,310,310,-0.4,-0.02191781,1824.1,"October 03, 23",-0.0002191781
2023-10-02,1844.1,1845.9,1826.7,1830,1830,2309,2309,-14.1,-0.7646,1834.2,"October 02, 23",-0.007646
2023-10-01,1864.4,1864.7,1862.9,1864.1,1864.1,1281,1281,-0.3,-0.01609097,1863.9,"October 01, 23",-0.0001609097
2023-09-29,1864.3,1872.3,1846,1848.1,1848.1,1605,1605,-16.2,-0.86896,1855.47,"September 29, 23",-0.0086896
2023-09-28,1875.5,1878.2,1856.7,1860.4,1860.4,4654,4654,-15.1,-0.80512,1865.1,"September 28, 23",-0.0080512
2023-09-27,1871.6,1871.6,1871.6,1871.6,1871.6,12251,12251,0,0,1871.6,"September 27, 23",0
2023-09-26,1905,1905.1,1900.4,1900.4,1900.4,161,161,-4.6,-0.24147,1901.97,"September 26, 23",-0.0024147
2023-09-25,1916.6,1916.6,1916.6,1916.6,1916.6,114,114,0,0,1916.6,"September 25, 23",0
2023-09-24,1944.7,1946.1,1944.6,1945.5,1945.5,496,496,0.8,0.04113745,1945.4,"September 24, 23",0.0004113745
2023-09-22,1925.4,1925.4,1925.4,1925.4,1925.4,1,1,0,0,1925.4,"September 22, 23",0
2023-09-21,1924,1924,1919.2,1919.2,1919.2,9,9,-4.8,-0.24948,1920.8,"September 21, 23",-0.0024948
2023-09-20,1945.6,1945.6,1929.2,1945.6,1945.6,119,119,0,0,1940.13,"September 20, 23",0
2023-09-19,1934,1934,1932,1932,1932,6,6,-2,-0.10341,1932.67,"September 19, 23",-0.0010341
2023-09-18,1928.2,1931.5,1926.4,1931.5,1931.5,19,19,3.3,0.17114,1929.8,"September 18, 23",0.0017114
2023-09-17,1945.7,1946,1945,1945.8,1945.8,399,399,0.1,0.00513954,1945.6,"September 17, 23",5.13954e-05
2023-09-15,1923.5,1927.3,1923.5,1923.7,1923.7,8,8,0.2,0.01039771,1924.83,"September 15, 23",0.0001039771
2023-09-14,1903,1910,1903,1910,1910,169,169,7,0.36784,1907.67,"September 14, 23",0.0036784
2023-09-13,1910.3,1914.6,1908.9,1909.1,1909.1,15,15,-1.2,-0.06281736,1910.87,"September 13, 23",-0.0006281736
2023-09-12,1920.8,1920.8,1911.3,1911.3,1911.3,365,365,-9.5,-0.49459,1914.47,"September 12, 23",-0.0049459
2023-09-11,1923,1928.3,1921.8,1923.3,1923.3,50,50,0.3,0.01560062,1924.47,"September 11, 23",0.0001560062
2023-09-10,1943.3,1944.6,1942.3,1942.6,1942.6,756,756,-0.7,-0.0360212,1943.17,"September 10, 23",-0.000360212
2023-09-08,1924,1924.7,1918.4,1918.4,1918.4,105,105,-5.6,-0.29106,1920.5,"September 08, 23",-0.0029106
2023-09-07,1917.6,1921.5,1917.5,1917.5,1917.5,41,41,-0.1,-0.00521485,1918.83,"September 07, 23",-5.21485e-05
2023-09-06,1924.1,1925.3,1916.3,1918.1,1918.1,24,24,-6,-0.31183,1919.9,"September 06, 23",-0.0031183
2023-09-05,1934.4,1934.4,1924.7,1926.2,1926.2,113,113,-8.2,-0.4239,1928.43,"September 05, 23",-0.004239
2023-09-04,1966.7,1972.6,1960.5,1962.8,1962.8,67162,67162,-3.9,-0.1983,1965.3,"September 04, 23",-0.001983
2023-09-03,1966.7,1980.2,1960.7,1971.6,1971.6,158269,158269,4.9,0.24914832,1970.83,"September 03, 23",0.0024914832
2023-09-01,1950,1950,1936.6,1939.8,1939.8,167,167,-10.2,-0.52308,1942.13,"September 01, 23",-0.0052308
2023-08-31,1944.4,1944.4,1938.2,1938.2,1938.2,491,491,-6.2,-0.31886,1940.27,"August 31, 23",-0.0031886
2023-08-30,1936,1946.4,1934.6,1944.3,1944.3,396,396,8.3,0.42872,1941.77,"August 30, 23",0.0042872
2023-08-29,1917.9,1936.5,1916.9,1936.5,1936.5,1674,1674,18.6,0.96981,1929.97,"August 29, 23",0.0096981
2023-08-28,1915.5,1921.5,1915.5,1917.9,1917.9,99,99,2.4,0.12529,1918.3,"August 28, 23",0.0012529
2023-08-27,1944,1944.4,1942.7,1943.6,1943.6,187,187,-0.4,-0.02057613,1943.57,"August 27, 23",-0.0002057613
2023-08-25,1919.8,1919.8,1911.1,1911.1,1911.1,337,337,-8.7,-0.45317,1914,"August 25, 23",-0.0045317
2023-08-24,1920,1920.8,1918.2,1918.2,1918.2,337,337,-1.8,-0.09375,1919.07,"August 24, 23",-0.0009375
2023-08-23,1909.6,1918.5,1909.6,1918.5,1918.5,547,547,8.9,0.46607,1915.53,"August 23, 23",0.0046607
2023-08-22,1894.6,1896.8,1892.8,1896.4,1896.4,46,46,1.8,0.09500686,1895.33,"August 22, 23",0.0009500686
2023-08-21,1893.6,1893.6,1893.3,1893.3,1893.3,876,876,-0.3,-0.01584284,1893.4,"August 21, 23",-0.0001584284
2023-08-20,1918.4,1919.3,1918.2,1918.4,1918.4,324,324,0,0,1918.63,"August 20, 23",0
2023-08-18,1891.8,1891.8,1886.1,1886.1,1886.1,19,19,-5.7,-0.3013,1888,"August 18, 23",-0.003013
2023-08-17,1893.7,1902.4,1884,1884.1,1884.1,245,245,-9.6,-0.50694,1890.17,"August 17, 23",-0.0050694
2023-08-16,1904.5,1904.5,1890.3,1896.1,1896.1,22,22,-8.4,-0.44106,1896.97,"August 16, 23",-0.0044106
2023-08-15,1906,1907.7,1895,1902.5,1902.5,73,73,-3.5,-0.18363,1901.73,"August 15, 23",-0.0018363
2023-08-14,1909.3,1912.6,1903.3,1910.6,1910.6,46,46,1.3,0.06808778,1908.83,"August 14, 23",0.0006808778
2023-08-13,1945.6,1946,1944.7,1945.9,1945.9,452,452,0.3,0.01541941,1945.53,"August 13, 23",0.0001541941
2023-08-11,1913,1916.6,1911.8,1912.9,1912.9,57,57,-0.1,-0.00522739,1913.77,"August 11, 23",-5.22739e-05
2023-08-10,1921.1,1927.8,1911.4,1914.4,1914.4,178,178,-6.7,-0.34876,1917.87,"August 10, 23",-0.0034876
2023-08-09,1925.4,1928.8,1913.7,1915.4,1915.4,451,451,-10,-0.51937,1919.3,"August 09, 23",-0.0051937
2023-08-08,1931.7,1933.2,1923,1924.1,1924.1,555,555,-7.6,-0.39344,1926.77,"August 08, 23",-0.0039344
2023-08-07,1941,1941,1929.8,1933.5,1933.5,376,376,-7.5,-0.3864,1934.77,"August 07, 23",-0.003864
2023-08-06,1977.6,1978.3,1977.2,1977.8,1977.800049,334,334,0.2,0.01011327,1977.77,"August 06, 23",0.0001011327
2023-08-04,1934.9,1945,1920,1939.6,1939.6,290,290,4.7,0.24291,1934.87,"August 04, 23",0.0024291
2023-08-03,1934.2,1936.5,1928,1932,1932,773,773,-2.2,-0.11374,1932.17,"August 03, 23",-0.0011374
2023-08-02,1948.4,1953.6,1933.2,1937.4,1937.4,652,652,-11,-0.56457,1941.4,"August 02, 23",-0.0056457
2023-08-01,1964.9,1965.4,1940.7,1940.7,1940.7,688,688,-24.2,-1.23,1948.93,"August 01, 23",-0.0123
2023-07-31,1959.2,1971.6,1950,1970.5,1970.5,1025,1025,11.3,0.57677,1964.03,"July 31, 23",0.0057677
2023-07-30,1997.9,1998.4,1997,1998.3,1998.300049,320,320,0.4,0.02002102,1997.9,"July 30, 23",0.0002002102
2023-07-28,1945.5,1962.2,1944.2,1960.4,1960.400024,23155,23155,14.9,0.76587,1955.6,"July 28, 23",0.0076587
2023-07-27,1945.4,1945.4,1945.4,1945.4,1945.400024,194253,194253,0,0,1945.4,"July 27, 23",0
2023-07-26,1966.2,1972,1966.2,1968.9,1968.900024,51,51,2.7,0.13732,1969.03,"July 26, 23",0.0013732
2023-07-25,1953,1962.5,1953,1962.1,1962.099976,19,19,9.1,0.46595,1959.2,"July 25, 23",0.0046595
2023-07-24,1965.3,1965.5,1960.3,1960.3,1960.300049,2,2,-5,-0.25441,1962.03,"July 24, 23",-0.0025441
2023-07-23,1963.6,1964.7,1963.5,1964.1,1964.099976,245,245,0.5,0.02546343,1964.1,"July 23, 23",0.0002546343
2023-07-21,1961.8,1964.3,1961.8,1964.3,1964.300049,50,50,2.5,0.12743,1963.47,"July 21, 23",0.0012743
2023-07-20,1973.7,1973.7,1965.6,1968.3,1968.300049,638,638,-5.4,-0.2736,1969.2,"July 20, 23",-0.002736
2023-07-19,1977,1977.5,1973,1977.5,1977.5,35,35,0.5,0.02529084,1976,"July 19, 23",0.0002529084
2023-07-18,1968.8,1978.4,1963.4,1977.2,1977.199951,83,83,8.4,0.42666,1973,"July 18, 23",0.0042666
2023-07-17,1954,1956.5,1946.6,1952.4,1952.400024,29,29,-1.6,-0.08188332,1951.83,"July 17, 23",-0.0008188332
2023-07-16,1958.6,1960.1,1958.6,1959.1,1959.099976,352,352,0.5,0.02552844,1959.27,"July 16, 23",0.0002552844
2023-07-14,1958.4,1960.6,1952.7,1960.1,1960.099976,94,94,1.7,0.08680556,1957.8,"July 14, 23",0.0008680556
2023-07-13,1961.1,1961.1,1953,1959.2,1959.199951,121,121,-1.9,-0.0968844,1957.77,"July 13, 23",-0.000968844
2023-07-12,1932.3,1958,1932.2,1956.2,1956.199951,132,132,23.9,1.24,1948.8,"July 12, 23",0.0124
2023-07-11,1925,1937,1924.2,1931.3,1931.300049,142,142,6.3,0.32727,1930.83,"July 11, 23",0.0032727
2023-07-10,1923.6,1926.1,1912.3,1925,1925,269,269,1.4,0.0727802,1921.13,"July 10, 23",0.000727802
2023-07-09,1930.7,1931.3,1929.8,1930.8,1930.800049,396,396,0.1,0.00517947,1930.63,"July 09, 23",5.17947e-05
2023-07-07,1913.4,1934.1,1913.4,1926.2,1926.199951,61,61,12.8,0.66897,1924.57,"July 07, 23",0.0066897
2023-07-06,1909.3,1910.2,1903.2,1908.7,1908.699951,81,81,-0.6,-0.03142513,1907.37,"July 06, 23",-0.0003142513
2023-07-05,1923.5,1933.9,1914.7,1919.6,1919.599976,193,193,-3.9,-0.20276,1922.73,"July 05, 23",-0.0020276
2023-07-04,1929.1,1938.1,1927.6,1933.6,1933.599976,55369,55369,4.5,0.23327,1933.1,"July 04, 23",0.0023327
2023-07-03,1917.9,1929.5,1917.9,1921.7,1921.699951,41,41,3.8,0.19813,1923.03,"July 03, 23",0.0019813
2023-07-02,1927.8,1927.8,1926.3,1926.3,1926.300049,351,351,-1.5,-0.0778089,1926.8,"July 02, 23",-0.000778089
2023-06-30,1908.6,1921.1,1900.6,1921.1,1921.099976,445,445,12.5,0.65493,1914.27,"June 30, 23",0.0065493
2023-06-29,1909.9,1909.9,1892.5,1909.2,1909.199951,289,289,-0.7,-0.03665113,1903.87,"June 29, 23",-0.0003665113
2023-06-28,1912.3,1912.3,1912.3,1912.3,1912.300049,628,628,0,0,1912.3,"June 28, 23",0
2023-06-27,1927,1929.4,1914,1914,1914,49,49,-13,-0.67462,1919.13,"June 27, 23",-0.0067462
2023-06-26,1922.9,1928.5,1922.5,1923.7,1923.699951,71,71,0.8,0.04160383,1924.9,"June 26, 23",0.0004160383
2023-06-25,1936.3,1936.4,1932.8,1933,1933,1093,1093,-3.3,-0.17043,1934.07,"June 25, 23",-0.0017043
2023-06-23,1918.7,1932.5,1918.7,1919.1,1919.099976,105,105,0.4,0.02084745,1923.43,"June 23, 23",0.0002084745
2023-06-22,1920,1921,1912.1,1912.7,1912.699951,237,237,-7.3,-0.38021,1915.27,"June 22, 23",-0.0038021
2023-06-21,1935.6,1936.8,1920,1933.3,1933.300049,557,557,-2.3,-0.11883,1930.03,"June 21, 23",-0.0011883
2023-06-20,1958.6,1958.6,1931.3,1935.5,1935.5,193,193,-23.1,-1.18,1941.8,"June 20, 23",-0.0118
2023-06-19,1970.7,1971.8,1959.7,1962.3,1962.300049,62100,62100,-8.4,-0.42624,1964.6,"June 19, 23",-0.0042624
2023-06-18,1970.7,1971.8,1969.9,1970.9,1970.900024,212,212,0.2,0.01014868,1970.87,"June 18, 23",0.0001014868
2023-06-16,1961.4,1962.9,1953.5,1958.4,1958.400024,119,119,-3,-0.15295,1958.27,"June 16, 23",-0.0015295
2023-06-15,1941.7,1958.8,1926,1957.8,1957.800049,329,329,16.1,0.82917,1947.53,"June 15, 23",0.0082917
2023-06-14,1946.2,1958.2,1940.3,1955.3,1955.300049,202,202,9.1,0.46758,1951.27,"June 14, 23",0.0046758
2023-06-13,1960.6,1967.5,1940.3,1944.6,1944.599976,343,343,-16,-0.81608,1950.8,"June 13, 23",-0.0081608
2023-06-12,1959.7,1963.5,1951.4,1955.3,1955.300049,212,212,-4.4,-0.22452,1956.73,"June 12, 23",-0.0022452
2023-06-11,1975.599976,1975.800049,1974.199951,1974.199951,1974.199951,366,366,-1.40002,-0.07086581,1974.73,"June 11, 23",-0.0007086581
2023-06-09,1965.1,1969.8,1960.3,1962.2,1962.199951,49,49,-2.9,-0.14758,1964.1,"June 09, 23",-0.0014758
2023-06-08,1943.2,1969,1943.1,1963.6,1963.599976,433,433,20.4,1.05,1958.57,"June 08, 23",0.0105
2023-06-07,1959,1968.4,1940.7,1942.7,1942.699951,139,139,-16.3,-0.83206,1950.6,"June 07, 23",-0.0083206
2023-06-06,1960.8,1965.5,1958.8,1965.5,1965.5,164,164,4.7,0.2397,1963.27,"June 06, 23",0.002397
2023-06-05,1947.5,1961.900024,1937.800049,1958,1958,713,713,10.5,0.53915,1952.57,"June 05, 23",0.0053915
2023-06-04,1962.300049,1964.199951,1962.300049,1963.400024,1963.400024,629,629,1.09998,0.05605539,1963.3,"June 04, 23",0.0005605539
2023-06-02,1977.099976,1982.5,1947.400024,1952.400024,1952.400024,356,356,-24.69995,-1.25,1960.77,"June 02, 23",-0.0125
2023-06-01,1963.199951,1983,1954.300049,1978,1978,750,750,14.80005,0.75387,1971.77,"June 01, 23",0.0075387
2023-05-31,1958.199951,1973,1953,1963.900024,1963.900024,5959,5959,5.70007,0.29109,1963.3,"May 31, 23",0.0029109
2023-05-30,1942.699951,1962.599976,1931,1958,1958,37838,37838,15.30005,0.78757,1950.53,"May 30, 23",0.0078757
2023-05-29,1961.300049,1968.199951,1958,1964.900024,1964.900024,55949,55949,3.59998,0.18355,1963.7,"May 29, 23",0.0018355
2023-05-28,1961.300049,1975.699951,1954.699951,1961.699951,1961.699951,994,994,0.399902,0.02038964,1964.03,"May 28, 23",0.0002038964
2023-05-26,1948.199951,1948.400024,1944.099976,1944.099976,1944.099976,166036,166036,-4.09998,-0.21045,1945.53,"May 26, 23",-0.0021045
2023-05-25,1943.099976,1943.099976,1943.099976,1943.099976,1943.099976,1,1,0,0,1943.1,"May 25, 23",0
2023-05-24,1975.400024,1975.400024,1962.800049,1962.800049,1962.800049,189,189,-12.59998,-0.63784,1967,"May 24, 23",-0.0063784
2023-05-23,1972.400024,1972.400024,1972.400024,1972.400024,1972.400024,1,1,0,0,1972.4,"May 23, 23",0
2023-05-22,1980.5,1980.5,1974.800049,1974.800049,1974.800049,8,8,-5.69995,-0.2878,1976.7,"May 22, 23",-0.002878
2023-05-21,1979.400024,1981.400024,1979.400024,1980.5,1980.5,555,555,1.09998,0.05557118,1980.43,"May 21, 23",0.0005557118
2023-05-19,1960,1978.699951,1960,1978.699951,1978.699951,106,106,18.69995,0.95408,1972.47,"May 19, 23",0.0095408
2023-05-18,1956.5,1956.800049,1956.5,1956.5,1956.5,23,23,0,0,1956.6,"May 18, 23",0
2023-05-17,1983.599976,1983.599976,1980.699951,1980.699951,1980.699951,13,13,-2.90002,-0.1462,1981.67,"May 17, 23",-0.001462
2023-05-16,1988.400024,1988.400024,1988.400024,1988.400024,1988.400024,49,49,0,0,1988.4,"May 16, 23",0
2023-05-15,2013.800049,2018,2013.800049,2018,2018,3,3,4.19995,0.20856,2016.6,"May 15, 23",0.0020856
2023-05-14,2013.400024,2013.900024,2011.199951,2013.199951,2013.199951,1001,1001,-0.200073,-0.00993707,2012.77,"May 14, 23",-9.93707e-05
2023-05-12,2014.5,2014.5,2014.5,2014.5,2014.5,115,115,0,0,2014.5,"May 12, 23",0
2023-05-11,2034.099976,2038.300049,2014,2014.699951,2014.699951,90,90,-19.40002,-0.95374,2022.33,"May 11, 23",-0.0095374
2023-05-10,2032.300049,2044.300049,2029.5,2030.5,2030.5,248,248,-1.80005,-0.08857201,2034.77,"May 10, 23",-0.0008857201
2023-05-09,2026.599976,2037.300049,2025.900024,2036.199951,2036.199951,241,241,9.59998,0.4737,2033.13,"May 09, 23",0.004737
2023-05-08,2022.5,2026.300049,2022.5,2026.300049,2026.300049,3,3,3.80005,0.18789,2025.03,"May 08, 23",0.0018789
2023-05-05,2046.400024,2046.400024,2004.300049,2017.400024,2017.400024,59,59,-29,-1.42,2022.7,"May 05, 23",-0.0142
2023-05-04,2045,2072,2040,2048,2048,930,930,3,0.1467,2053.33,"May 04, 23",0.001467
2023-05-03,2017.099976,2035.099976,2015.199951,2028.599976,2028.599976,1349,1349,11.5,0.57013,2026.3,"May 03, 23",0.0057013
2023-05-02,1994.699951,2018,1994.699951,2014.300049,2014.300049,1896,1896,19.6001,0.98261,2009,"May 02, 23",0.0098261
2023-05-01,1980.099976,2005,1976.900024,1983.400024,1983.400024,210,210,3.30005,0.16666,1988.43,"May 01, 23",0.0016666
2023-04-28,1986.900024,1990.099976,1977.699951,1990.099976,1990.099976,152,152,3.19995,0.16105,1985.97,"April 28, 23",0.0016105
2023-04-27,1990.599976,2002.300049,1979.900024,1989.900024,1989.900024,355,355,-0.699952,-0.03516287,1990.7,"April 27, 23",-0.0003516287
2023-04-26,1997.800049,1998.800049,1985.599976,1985.699951,1985.699951,615,615,-12.1001,-0.60567,1990.03,"April 26, 23",-0.0060567
2023-04-25,1995.699951,1999.099976,1982.300049,1994,1994,306,306,-1.69995,-0.08518069,1991.8,"April 25, 23",-0.0008518069
2023-04-24,1981.300049,1989.800049,1977.400024,1989.099976,1989.099976,145,145,7.79993,0.39368,1985.43,"April 24, 23",0.0039368
2023-04-21,1996.199951,1996.199951,1974.099976,1979.5,1979.5,132,132,-16.69995,-0.83659,1983.27,"April 21, 23",-0.0083659
2023-04-20,1998,2007.599976,1998,2007.599976,2007.599976,164,164,9.59998,0.48048,2004.4,"April 20, 23",0.0048048
2023-04-19,2005.699951,2006.400024,1969.800049,1995.199951,1995.199951,61,61,-10.5,-0.52351,1990.47,"April 19, 23",-0.0052351
